foot_x,foot_y,confidence
1898.5006103515625,2030.8375244140625,0.7208006978034973
2147.4791259765625,1996.1678466796875,0.7038143873214722
1069.158203125,2152.675537109375,0.6799665093421936
3043.421630859375,1901.582275390625,0.6793540716171265
2078.6776123046875,1965.6812744140625,0.6293674111366272
2962.7392578125,2087.09765625,0.5748841762542725
1575.3890991210938,2061.389404296875,0.5669159293174744
1965.3939819335938,1888.156005859375,0.5346193313598633
1380.6397705078125,2023.968994140625,0.5090672373771667
2317.3992919921875,1783.423828125,0.5062997341156006
1495.9807739257812,1959.821533203125,0.48309752345085144
784.1961669921875,2203.71923828125,0.4410368502140045
758.8167419433594,2108.19873046875,0.42017725110054016
231.34745025634766,2220.657958984375,0.40173283219337463
152.28318786621094,2105.39404296875,0.33903780579566956
738.6346435546875,2200.41455078125,0.32230955362319946
1283.6715698242188,1917.8115234375,0.31367015838623047
636.6612548828125,2092.33837890625,0.30795565247535706
3519.810302734375,151.06411743164062,0.2901861369609833
2222.9578857421875,1682.8582763671875,0.27750200033187866
1542.5892333984375,2048.9140625,0.2596491575241089
